platform,video_id,comment_id,author,author_id,content,like_count,reply_count,publish_time,ip_location,sentiment,mentioned_games
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BY-NazRMp6,@benchang5609,UCEqLpHKK_y6XQoI9-ot0RVA,calvin lee 一个维护极少数利益集团 “白人至上”的种族社会 一个崇尚“霸权”的政体 绝不是“救世主”更不会成为台湾的“保护伞” 不要执迷于美国的“正义” 除了战乱 美国不会给你什么好东西,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BY6Fbocluw,@CadhlaOhanlon,UCOIlYKfhh0VPSzfCk5YcuEg,卧榻覆巢，第一島鏈對北京早已形同無物。台灣真的自己一步步走向覆滅。,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BYAhhZo3tz,@vincentwang2769,UC2Ife0VZT1UiFHrdx9g44Kw,美國在做戲.沒本事.不用擔心,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BXuVV-ynSV,@梅友仁-i7d,UCVgOg5hKn5BqYAYh-cPQnxw,Syria是什么,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BXusY6C27u,@九方名座,UCEayQERu4hg1V9EKbXqRezQ,梅友仁 一个巴掌拍不响。今日叙利亚，明日台湾岛。,4,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BXuhLFIGXt,@莱克多巴娃娃,UCOAYNkXoYjTVw6b_4rHV7SQ,我猜是叙利亚,3,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BY-EeFQpPI,@sbur5868,UCxPOUR_sUIwWjJKy6GJz_Ag,能說點新鮮的嗎?二戰後，蔣介石收回大連旅順，海參崴50年後收回，2001年卻被江澤民給賣了，你怎麼不敢吭聲?烏蘇里江以東奉送給俄羅斯，是10個台灣大。,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwC2umNypcsmJULayp4AaABAg.9BXowdTMR3c9BY9zeTBSLs,@andrewzhang4054,UC8uO-RCV8fLqAuTMp5d5kAw,转过头对一只大象说：大哥你别急，看我给旁边这大傻象下个脚绊！,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxZ3rl7Y10W8qKZXZV4AaABAg.9BXpwzssw9E9BY788ZCc90,@CadhlaOhanlon,UCOIlYKfhh0VPSzfCk5YcuEg,因為政教合一,2,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgztoXhDjIDbS_qqfmB4AaABAg,@jw1866,UCPU1C-20-oeDceNP1ZE_g1A,Ross参加这个节目好尴尬！为自己的政府觉得丢脸吧？,4,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugzw2zrkzZvp8S4sBsR4AaABAg,@cq7499,UCaW9ZT2KkK5DEQjyNRXHpqg,四毒攻一毒那段，真的把我逗笑了，哈哈哈哈哈,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgzhemiIHTngTuF0qvJ4AaABAg,@peterliu1565,UC0EWhU-FPOP2f-y0_dm0CfA,ROSS最喜欢硬坳！,5,0,5 years ago,,,
